"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0033446",126.000090098345,-1.08625093736952,0.222249717681913,-4.88752448686653,1.02111798201279e-06,2.45333158963708e-05
"FBgn0033458",61.3423844752153,1.1848318357953,0.319090443568342,3.71315362047669,0.000204692552135685,0.00276136214750033
"FBgn0265512",100.845371948666,-1.97993194578958,0.343205520803357,-5.76893967543138,7.97718511060332e-09,2.660231690684e-07
"FBgn0033518",13.1078067510394,-1.83954934306458,0.676617478152623,-2.71874345913605,0.00655304108241069,0.0483047776340034
"FBgn0033541",34.4842464800108,1.14515994941663,0.370206542624315,3.09330013807654,0.00197943831916182,0.0186118214327598
"FBgn0024836",32.4905080406463,1.20338116681854,0.443547312305214,2.71308411399069,0.00666601836666202,0.0489212985236455
"FBgn0033635",3800.46963792044,1.1670181838322,0.140619001181113,8.2991500012798,1.0485890613189e-16,1.01652174467624e-14
"FBgn0033724",225.594516892649,1.41107971455033,0.206208768189842,6.84296660581983,7.75697395262707e-12,3.8724486133564e-10
"FBgn0261673",95.5428559574243,3.28040153245673,0.279868694883763,11.7212163862027,9.923676652208e-32,2.7577897416486e-29
"FBgn0033775",68.365050919607,2.02246149863955,0.283072944206052,7.1446655006611,9.02153039699319e-13,5.45018108114001e-11
"FBgn0033782",232.800071429293,-1.38159143602639,0.196299673842692,-7.03817489342115,1.94774122844364e-12,1.11988404286446e-10
"FBgn0261989",25.5640097629911,1.73354335377639,0.493518556941466,3.51262040584626,0.000443710906437853,0.00536896636715876
"FBgn0033913",7591.4334067957,-1.17723301889135,0.100675166545552,-11.6933803964327,1.37790853773932e-31,3.58988233722898e-29
"FBgn0053468",15.6448873947098,1.59380065827939,0.567299463110332,2.80945208292823,0.00496259058972232,0.0389577379910687
"FBgn0028434",122.468474751691,1.00801135769618,0.226557922519976,4.44924347153343,8.61732863780135e-06,0.000173114864706867
"FBgn0015371",547.746337016853,-1.01574736989671,0.141324843409654,-7.18732351220373,6.60737260216628e-13,4.1108705510642e-11
"FBgn0034010",782.462485475385,-1.4581918907176,0.122784689806193,-11.8760074486424,1.57722387493568e-32,4.74429769496974e-30
